,Value
6143,10
6144,8
6145,10
6146,11
6147,9
6148,13
6149,15
6150,11
6151,12
6152,14
6153,12
6154,10
6155,7
6156,12
6157,6
6158,13
6159,7
6160,9
6161,8
6162,8
6163,9
6164,10
6165,10
6166,11
6167,11
6168,10
6169,11
6170,10
6171,12
6172,16
6173,17
6174,13
6175,10
6176,10
6177,11
6178,11
6179,12
6180,11
6181,11
6182,11
6183,13
6184,17
6185,15
6186,10
6187,9
6188,9
6189,13
6190,11
6191,12
6192,9
6193,13
6194,14
6195,16
6196,8
6197,8
6198,7
6199,9
6200,9
6201,19
6202,16
6203,17
6204,14
6205,11
6206,14
6207,13
6208,13
6209,10
6210,12
6211,8
6212,7
6213,8
6214,6
6215,12
6216,8
6217,11
6218,9
6219,13
6220,14
6221,9
6222,11
6223,16
6224,15
6225,19
6226,12
6227,16
6228,21
6229,19
6230,14
6231,13
6232,14
6233,12
6234,17
6235,9
6236,11
6237,12
6238,14
6239,11
6240,8
6241,7
6242,7
6243,9
6244,8
6245,8
6246,9
6247,15
6248,15
6249,15
6250,14
6251,11
6252,15
6253,8
6254,12
6255,9
6256,6
6257,13
6258,12
6259,12
6260,14
6261,5
6262,10
6263,8
6264,7
6265,14
6266,15
6267,14
6268,15
6269,14
6270,15
6271,14
6272,15
6273,15
6274,14
6275,14
6276,10
6277,14
6278,13
6279,10
6280,12
6281,19
6282,19
6283,16
6284,13
6285,17
6286,16
6287,19
6288,13
6289,18
6290,14
6291,16
6292,17
6293,14
6294,10
6295,14
6296,12
6297,11
6298,14
6299,17
6300,11
6301,15
6302,17
6303,15
6304,13
6305,12
6306,16
6307,19
6308,15
6309,10
6310,2
6311,17
6312,11
6313,2
6314,2
6315,20
6316,17
6317,12
6318,14
6319,17
6320,21
6321,18
6322,9
6323,5
6324,4
6325,11
6326,8
6327,19
6328,6
6329,13
6330,4
6331,16
6332,3
6333,8
6334,10
6335,11
6336,11
6337,8
6338,8
6339,5
6340,8
6341,7
6342,8
6343,8
6344,9
6345,12
6346,19
6347,13
6348,12
6349,10
6350,13
6351,9
6352,7
6353,9
6354,11
6355,9
6356,6
6357,5
6358,6
6359,7
6360,5
6361,7
6362,6
6363,7
6364,7
6365,8
6366,8
6367,6
6368,8
6369,8
6370,9
6371,7
6372,9
6373,6
6374,7
6375,6
6376,8
6377,9
6378,6
6379,12
6380,14
6381,5
6382,12
6383,6
6384,8
6385,10
6386,10
6387,18
6388,11
6389,8
6390,9
6391,6
6392,4
6393,9
6394,13
6395,9
6396,13
6397,8
6398,15
6399,17
6400,17
6401,12
6402,10
6403,8
6404,12
6405,8
6406,11
6407,7
6408,9
6409,10
6410,6
6411,8
6412,4
6413,8
6414,3
6415,7
6416,4
6417,11
6418,18
6419,16
6420,13
6421,17
6422,16
6423,13
6424,11
6425,12
6426,12
6427,12
6428,10
6429,10
6430,6
6431,6
6432,15
6433,7
6434,8
6435,18
6436,22
6437,19
6438,8
6439,9
6440,15
6441,8
6442,7
6443,17
6444,11
6445,12
6446,14
6447,14
6448,15
6449,10
6450,15
6451,13
6452,16
6453,17
6454,17
6455,20
6456,18
6457,13
6458,16
6459,16
6460,9
6461,7
6462,9
6463,11
6464,7
6465,7
6466,10
6467,13
6468,7
6469,11
6470,9
6471,8
6472,8
6473,6
6474,6
6475,6
6476,8
6477,6
6478,12
6479,10
6480,10
6481,12
6482,9
6483,7
6484,12
6485,13
6486,10
6487,7
6488,11
6489,6
6490,8
6491,6
6492,12
6493,7
6494,8
6495,7
6496,7
6497,9
6498,7
6499,17
6500,13
6501,11
6502,15
6503,14
6504,15
6505,13
6506,6
6507,8
6508,9
6509,7
6510,8
6511,7
6512,8
6513,7
6514,7
6515,6
6516,6
6517,8
6518,7
6519,6
6520,8
6521,6
6522,8
6523,5
6524,6
6525,7
6526,8
6527,10
6528,10
6529,5
6530,8
6531,9
6532,7
6533,7
6534,11
6535,12
6536,6
6537,8
6538,4
6539,7
6540,6
6541,4
6542,5
6543,11
6544,6
6545,7
6546,7
6547,5
6548,8
6549,8
6550,9
6551,10
6552,7
6553,8
6554,10
6555,8
6556,14
6557,13
6558,11
6559,10
6560,6
6561,10
6562,11
6563,14
6564,13
6565,11
6566,7
6567,9
6568,12
6569,10
6570,9
6571,12
6572,15
6573,14
6574,11
6575,9
6576,11
6577,11
6578,12
6579,11
6580,4
6581,11
6582,12
6583,10
6584,11
6585,9
6586,7
6587,12
6588,12
6589,13
6590,11
6591,12
6592,12
6593,12
6594,15
6595,13
6596,15
6597,11
6598,11
6599,13
6600,9
6601,12
6602,8
6603,9
6604,9
6605,10
6606,8
6607,10
6608,12
6609,13
6610,10
6611,13
6612,14
6613,15
6614,13
6615,10
6616,11
6617,11
6618,12
6619,13
6620,15
6621,16
6622,14
6623,14
6624,12
6625,13
6626,18
6627,14
6628,13
6629,13
6630,13
6631,17
6632,12
6633,14
6634,18
6635,11
6636,9
6637,11
6638,10
6639,12
6640,8
6641,11
6642,9
6643,18
6644,16
6645,20
6646,15
6647,16
6648,2
6649,2
6650,2
6651,0
6652,15
6653,14
6654,14
6655,15
6656,12
6657,13
6658,14
6659,15
6660,12
6661,14
6662,15
6663,9
6664,12
6665,9
6666,6
6667,5
6668,9
6669,8
6670,8
6671,8
6672,16
6673,11
6674,12
6675,5
6676,7
6677,5
6678,5
6679,3
6680,14
6681,13
6682,13
6683,9
6684,7
6685,5
6686,9
6687,6
6688,5
6689,5
6690,9
6691,10
6692,8
6693,5
6694,11
6695,12
6696,12
6697,11
6698,8
6699,7
6700,9
6701,7
6702,6
6703,11
6704,10
6705,9
6706,9
6707,5
6708,11
6709,12
6710,12
6711,12
6712,9
6713,8
6714,9
6715,10
6716,8
6717,11
6718,11
6719,8
6720,14
6721,9
6722,12
6723,13
6724,8
6725,10
6726,9
6727,10
6728,11
6729,15
6730,10
6731,7
6732,8
6733,7
6734,11
6735,10
6736,12
6737,11
6738,11
6739,8
6740,13
6741,10
6742,9
6743,19
6744,12
6745,16
6746,17
6747,10
6748,5
6749,8
6750,8
6751,8
6752,9
6753,7
6754,13
6755,10
6756,7
6757,5
6758,6
6759,5
6760,10
6761,12
6762,14
6763,7
6764,13
6765,7
6766,11
6767,13
6768,10
6769,8
6770,9
6771,11
6772,11
6773,6
6774,14
6775,14
6776,12
6777,13
6778,14
6779,16
6780,12
6781,7
6782,10
6783,4
6784,6
6785,7
6786,8
6787,7
6788,8
6789,8
6790,7
6791,5
6792,5
6793,13
6794,11
6795,9
6796,9
6797,9
6798,11
6799,12
6800,12
6801,12
6802,12
6803,8
6804,10
6805,7
6806,11
6807,11
6808,12
6809,9
6810,10
6811,9
6812,13
6813,11
6814,7
6815,11
6816,5
6817,7
6818,12
6819,10
6820,9
6821,6
6822,8
6823,5
6824,6
6825,4
6826,5
6827,7
6828,7
6829,5
6830,8
6831,9
6832,10
6833,14
6834,12
6835,11
6836,7
6837,8
6838,8
6839,6
6840,11
6841,10
6842,5
6843,14
6844,19
6845,19
6846,17
6847,16
6848,16
6849,14
6850,17
6851,12
6852,14
6853,15
6854,8
6855,9
6856,7
6857,9
6858,17
6859,17
6860,13
6861,16
6862,12
6863,12
6864,13
6865,11
6866,12
6867,10
6868,11
6869,6
6870,12
6871,13
6872,12
6873,15
6874,12
6875,15
6876,15
6877,10
6878,10
6879,9
6880,8
6881,8
6882,7
6883,7
6884,9
6885,7
6886,10
6887,10
6888,9
6889,9
6890,11
6891,10
6892,10
6893,13
6894,10
6895,12
6896,12
6897,13
6898,12
6899,15
6900,10
6901,14
6902,14
6903,18
6904,17
6905,10
6906,14
6907,10
6908,9
6909,12
6910,13
6911,9
6912,12
6913,10
6914,13
6915,12
6916,12
6917,11
6918,12
6919,13
6920,17
6921,16
6922,16
6923,16
6924,10
6925,10
6926,8
6927,7
6928,8
6929,13
6930,21
6931,20
6932,18
6933,23
6934,17
6935,19
6936,21
6937,23
6938,20
6939,21
6940,19
6941,20
6942,14
6943,19
6944,9
6945,9
6946,10
6947,16
6948,16
6949,18
6950,14
6951,11
6952,12
6953,11
6954,12
6955,11
6956,10
6957,12
6958,16
6959,15
6960,12
6961,11
6962,6
6963,13
6964,12
6965,10
6966,14
6967,16
6968,16
6969,16
6970,13
6971,13
6972,13
6973,15
6974,12
6975,14
6976,7
6977,8
6978,6
6979,10
6980,9
6981,10
6982,7
6983,11
6984,9
6985,10
6986,5
6987,6
6988,7
6989,13
6990,14
6991,11
6992,7
6993,6
6994,6
6995,6
6996,11
6997,6
6998,5
6999,5
7000,8
7001,15
7002,12
7003,13
7004,12
7005,17
7006,19
7007,14
7008,17
7009,18
7010,15
7011,16
7012,14
7013,11
7014,13
7015,14
7016,15
7017,18
7018,18
7019,10
7020,10
7021,8
7022,15
7023,9
7024,9
7025,11
7026,10
7027,11
7028,15
7029,15
7030,13
7031,12
7032,11
7033,15
7034,12
7035,15
7036,12
7037,12
7038,13
7039,13
7040,16
7041,17
7042,13
7043,13
7044,14
7045,11
7046,14
7047,13
7048,19
7049,16
7050,15
7051,14
7052,13
7053,13
7054,13
7055,11
7056,11
7057,11
7058,10
7059,12
7060,12
7061,12
7062,10
7063,9
7064,12
7065,11
7066,13
7067,15
7068,12
7069,15
7070,13
7071,14
7072,12
7073,14
7074,9
7075,12
7076,11
7077,14
7078,10
7079,12
7080,11
7081,9
7082,10
7083,11
7084,6
7085,7
7086,6
7087,17
7088,6
7089,8
7090,13
7091,11
7092,9
7093,10
7094,9
7095,12
7096,13
7097,11
7098,7
7099,5
7100,8
7101,7
7102,8
7103,7
7104,9
7105,6
7106,8
7107,13
7108,19
7109,13
7110,16
7111,14
7112,16
7113,14
7114,12
7115,16
7116,10
7117,13
7118,20
7119,17
7120,16
7121,12
7122,8
7123,8
7124,6
7125,12
7126,13
7127,10
7128,16
7129,12
7130,10
7131,11
7132,8
7133,20
7134,9
7135,12
7136,11
7137,11
7138,10
7139,11
7140,11
7141,8
7142,8
7143,11
7144,11
7145,13
7146,10
7147,10
7148,11
7149,9
7150,18
7151,14
7152,12
7153,14
7154,16
7155,15
7156,19
7157,15
7158,15
7159,15
7160,16
7161,17
7162,18
7163,13
7164,14
7165,16
7166,11
7167,12
7168,14
7169,17
7170,14
7171,12
7172,14
7173,10
7174,12
7175,12
7176,14
7177,13
7178,14
7179,16
7180,17
7181,16
7182,14
7183,13
7184,13
7185,9
7186,9
7187,12
7188,12
7189,12
7190,9
7191,11
7192,8
7193,8
7194,8
7195,6
7196,5
7197,5
7198,6
7199,11
7200,12
7201,7
7202,5
7203,5
7204,8
7205,6
7206,6
7207,7
7208,15
7209,10
7210,16
7211,16
7212,7
7213,10
7214,7
7215,11
7216,10
7217,9
7218,10
7219,8
7220,9
7221,8
7222,9
7223,9
7224,13
7225,12
7226,13
7227,12
7228,11
7229,11
7230,12
7231,9
7232,12
7233,16
7234,11
7235,9
7236,11
7237,7
7238,12
7239,13
7240,13
7241,10
7242,10
7243,9
7244,15
7245,18
7246,10
7247,11
7248,5
7249,11
7250,11
7251,7
7252,8
7253,8
7254,8
7255,9
7256,8
7257,8
7258,7
7259,7
7260,11
7261,10
7262,10
7263,12
7264,8
7265,6
7266,10
7267,6
7268,8
7269,7
7270,9
7271,6
7272,10
7273,7
7274,7
7275,7
7276,5
7277,10
7278,13
7279,10
7280,12
7281,10
7282,10
7283,7
7284,7
7285,9
7286,7
7287,7
7288,4
7289,8
7290,7
7291,7
7292,6
7293,10
7294,9
7295,9
7296,5
7297,4
7298,4
7299,4
7300,6
7301,11
7302,9
7303,10
7304,9
7305,11
7306,8
7307,7
7308,6
7309,3
7310,8
7311,14
7312,12
7313,12
7314,11
7315,6
7316,7
7317,8
7318,11
7319,11
7320,10
7321,14
7322,17
7323,21
7324,14
7325,16
7326,15
7327,12
7328,9
7329,13
7330,16
7331,17
7332,16
7333,18
7334,16
7335,15
7336,9
7337,13
7338,16
7339,16
7340,8
7341,8
7342,10
7343,12
7344,12
7345,9
7346,6
7347,9
7348,9
7349,11
7350,10
7351,12
7352,13
7353,15
7354,18
7355,11
7356,10
7357,12
7358,12
7359,11
7360,13
7361,13
7362,10
7363,13
7364,7
7365,9
7366,11
7367,10
7368,13
7369,15
7370,12
7371,13
7372,13
7373,16
7374,10
7375,9
7376,10
7377,12
7378,10
7379,11
7380,10
7381,10
7382,12
7383,13
7384,13
7385,15
7386,10
7387,10
7388,15
7389,18
7390,16
7391,17
7392,16
7393,11
7394,15
7395,12
7396,14
7397,18
7398,17
7399,15
7400,15
7401,15
7402,18
7403,6
7404,8
7405,13
7406,10
7407,11
7408,9
7409,10
7410,10
7411,9
7412,8
7413,10
7414,9
7415,5
7416,9
7417,8
7418,9
7419,10
7420,12
7421,10
7422,10
7423,13
7424,8
7425,7
7426,4
7427,9
7428,11
7429,8
7430,18
7431,17
7432,16
7433,16
7434,8
7435,10
7436,14
7437,8
7438,9
7439,13
7440,7
7441,9
7442,7
7443,8
7444,7
7445,5
7446,7
7447,5
7448,8
7449,6
7450,5
7451,7
7452,7
7453,9
7454,5
7455,10
7456,7
7457,7
7458,9
7459,11
7460,9
7461,9
7462,7
7463,8
7464,11
7465,9
7466,11
7467,11
7468,14
7469,10
7470,12
7471,14
7472,12
7473,12
7474,6
7475,8
7476,6
7477,7
7478,8
7479,7
7480,8
7481,9
7482,13
7483,9
7484,12
7485,10
7486,9
7487,9
7488,11
7489,13
7490,10
7491,11
7492,9
7493,11
7494,10
7495,10
7496,10
7497,5
7498,9
7499,9
7500,10
7501,11
7502,10
7503,12
7504,12
7505,8
7506,8
7507,10
7508,8
7509,16
7510,15
7511,11
7512,20
7513,20
7514,15
7515,15
7516,13
7517,10
7518,12
7519,8
7520,9
7521,11
7522,9
7523,10
7524,10
7525,13
7526,14
7527,14
7528,14
7529,13
7530,11
7531,11
7532,10
7533,8
7534,9
7535,7
7536,11
7537,10
7538,11
7539,12
7540,6
7541,9
7542,9
7543,9
7544,10
7545,10
7546,9
7547,9
7548,16
7549,13
7550,11
7551,13
7552,10
7553,7
7554,13
7555,11
7556,9
7557,9
7558,9
7559,10
7560,10
7561,14
7562,10
7563,12
7564,11
7565,13
7566,15
7567,11
7568,14
7569,7
7570,15
7571,15
7572,10
7573,8
7574,9
7575,10
7576,8
7577,9
7578,9
7579,8
7580,11
7581,8
7582,11
7583,13
7584,11
7585,9
7586,9
7587,9
7588,9
7589,11
7590,10
7591,7
7592,7
7593,10
7594,12
7595,12
7596,10
7597,10
7598,10
7599,13
7600,14
7601,10
7602,4
7603,11
7604,13
7605,9
7606,5
7607,7
7608,7
7609,8
7610,6
7611,8
7612,9
7613,7
7614,7
7615,5
7616,6
7617,7
7618,10
7619,7
7620,6
7621,7
7622,7
7623,5
7624,5
7625,13
7626,12
7627,14
7628,14
7629,9
7630,7
7631,6
7632,6
7633,4
7634,9
7635,8
7636,7
7637,9
7638,11
7639,13
7640,13
7641,13
7642,14
7643,15
7644,16
7645,16
7646,10
7647,14
7648,11
7649,15
7650,7
7651,7
7652,10
7653,8
7654,26
7655,25
7656,9
7657,11
7658,22
7659,13
7660,10
7661,15
7662,15
7663,17
7664,11
7665,9
7666,7
7667,10
7668,8
7669,9
7670,9
7671,8
7672,8
7673,9
7674,9
7675,7
7676,10
7677,10
7678,8
7679,10
7680,8
7681,12
7682,11
7683,10
7684,9
7685,11
7686,10
7687,10
7688,8
7689,11
7690,11
7691,12
7692,11
7693,11
7694,10
7695,10
7696,12
7697,9
7698,9
7699,10
7700,11
7701,13
7702,10
7703,10
7704,13
7705,11
7706,9
7707,12
7708,13
7709,9
7710,9
7711,14
7712,14
7713,14
7714,15
7715,14
7716,11
7717,11
7718,14
7719,15
7720,13
7721,8
7722,11
7723,12
7724,13
7725,12
7726,10
7727,11
7728,10
7729,14
7730,13
7731,12
7732,15
7733,8
7734,10
7735,16
7736,12
7737,16
7738,13
7739,15
7740,17
7741,18
7742,20
7743,12
7744,8
7745,9
7746,14
7747,12
7748,15
7749,13
7750,9
7751,14
7752,8
7753,10
7754,11
7755,12
7756,9
7757,10
7758,16
7759,10
7760,16
7761,17
7762,19
7763,18
7764,15
7765,9
7766,11
7767,16
7768,13
7769,9
7770,11
7771,10
7772,10
7773,12
7774,17
7775,14
7776,11
7777,12
7778,11
7779,8
7780,10
7781,12
7782,15
7783,9
7784,11
7785,10
7786,11
7787,13
7788,10
7789,13
7790,7
7791,8
7792,12
7793,6
7794,12
7795,15
7796,17
7797,13
7798,13
7799,11
7800,13
7801,13
7802,12
7803,12
7804,14
7805,15
7806,17
7807,16
7808,14
7809,13
7810,13
7811,10
7812,11
7813,13
7814,13
7815,14
7816,14
7817,14
7818,10
7819,8
7820,10
7821,11
7822,9
7823,11
7824,12
7825,11
7826,14
7827,13
7828,11
7829,13
7830,11
7831,14
7832,8
7833,11
7834,12
7835,10
7836,10
7837,7
7838,8
7839,13
7840,7
7841,9
7842,5
7843,11
7844,12
7845,11
7846,8
7847,7
7848,13
7849,9
7850,11
7851,11
7852,10
7853,16
7854,16
7855,15
7856,8
7857,10
7858,11
7859,11
7860,16
7861,20
7862,13
7863,9
7864,11
7865,13
7866,12
7867,15
7868,16
7869,11
7870,16
7871,12
7872,11
7873,11
7874,9
7875,8
7876,8
7877,5
7878,5
7879,12
7880,10
7881,7
7882,14
7883,15
7884,16
7885,14
7886,13
7887,10
7888,16
7889,10
7890,14
7891,14
7892,13
7893,13
7894,13
7895,13
7896,16
7897,18
7898,8
7899,11
7900,10
7901,14
7902,19
7903,12
7904,14
7905,13
7906,13
7907,13
7908,13
7909,13
7910,14
7911,6
7912,6
7913,5
7914,12
7915,19
7916,22
7917,23
7918,19
7919,16
7920,11
7921,11
7922,8
7923,7
7924,8
7925,10
7926,7
7927,8
7928,8
7929,8
7930,8
7931,8
7932,9
7933,10
7934,7
7935,5
7936,11
7937,10
7938,9
7939,13
7940,6
7941,11
7942,11
7943,12
7944,12
7945,10
7946,9
7947,12
7948,9
7949,10
7950,10
7951,10
7952,11
7953,10
7954,9
7955,10
7956,10
7957,19
7958,13
7959,12
7960,13
7961,8
7962,11
7963,12
7964,10
7965,11
7966,11
7967,12
7968,14
7969,16
7970,10
7971,13
7972,9
7973,6
7974,6
7975,6
7976,9
7977,9
7978,10
7979,8
7980,8
7981,4
7982,7
7983,5
7984,9
7985,9
7986,11
7987,12
7988,8
7989,12
7990,11
7991,8
7992,7
7993,10
7994,12
7995,16
7996,13
7997,25
7998,10
7999,15
8000,16
8001,22
8002,7
8003,4
8004,4
8005,4
8006,9
8007,12
8008,11
8009,12
8010,14
8011,7
8012,7
8013,10
8014,14
8015,14
8016,9
8017,8
8018,5
8019,8
8020,11
8021,7
8022,7
8023,13
8024,10
8025,6
8026,6
8027,8
8028,6
8029,7
8030,16
8031,16
8032,19
8033,14
8034,12
8035,14
8036,11
8037,8
8038,10
8039,19
8040,15
8041,17
8042,27
8043,22
8044,24
8045,30
8046,10
8047,12
8048,11
8049,9
8050,9
8051,15
8052,23
8053,26
8054,23
8055,12
8056,10
8057,10
8058,20
8059,25
8060,8
8061,8
8062,9
8063,18
8064,6
8065,10
8066,9
8067,8
8068,14
8069,17
8070,10
8071,9
8072,14
8073,9
8074,12
8075,8
8076,10
8077,7
8078,10
8079,12
8080,11
8081,10
8082,13
8083,25
8084,21
8085,7
8086,5
8087,6
8088,8
8089,7
8090,10
8091,5
8092,7
8093,9
8094,12
8095,12
8096,13
8097,15
8098,14
8099,16
8100,9
8101,15
8102,12
8103,17
8104,18
8105,16
8106,15
8107,16
8108,20
8109,17
8110,19
8111,21
8112,20
8113,19
8114,7
8115,7
8116,12
8117,9
8118,13
8119,10
8120,15
8121,15
8122,13
8123,13
8124,11
8125,8
8126,8
8127,11
8128,7
8129,11
8130,9
8131,7
8132,4
8133,14
8134,10
8135,11
8136,6
8137,12
8138,8
8139,12
8140,9
8141,10
8142,10
8143,16
8144,16
8145,15
8146,16
8147,15
8148,17
8149,16
8150,17
8151,17
8152,10
8153,10
8154,11
8155,10
8156,11
8157,12
8158,11
8159,12
8160,12
8161,12
8162,7
8163,6
8164,6
8165,7
8166,7
8167,9
8168,8
8169,9
8170,9
8171,9
8172,9
8173,10
8174,10
8175,6
8176,11
8177,10
8178,10
8179,12
8180,9
8181,10
8182,10
8183,8
8184,7
8185,6
8186,9
8187,6
8188,9
8189,8
8190,5
8191,4
8192,9
8193,10
8194,8
8195,7
8196,8
8197,12
8198,13
8199,12
8200,10
8201,8
8202,13
8203,13
8204,11
8205,8
8206,9
8207,11
8208,14
8209,6
8210,7
8211,8
8212,8
8213,12
8214,10
8215,10
8216,11
8217,8
8218,11
8219,9
8220,8
8221,7
8222,6
8223,6
8224,6
8225,9
8226,11
8227,7
8228,10
8229,8
8230,11
8231,9
8232,8
8233,11
8234,5
8235,8
8236,5
8237,6
8238,7
8239,8
8240,10
8241,10
8242,8
8243,11
8244,6
8245,11
8246,7
8247,6
8248,9
8249,5
8250,7
8251,8
8252,9
8253,7
8254,10
8255,9
8256,9
8257,11
8258,8
8259,9
8260,8
8261,7
8262,8
8263,9
8264,7
8265,9
8266,8
8267,8
8268,9
8269,8
8270,8
8271,9
8272,9
8273,11
8274,10
8275,8
8276,11
8277,12
8278,10
8279,10
8280,8
8281,8
8282,8
8283,16
8284,9
8285,16
8286,15
8287,15
8288,9
8289,8
8290,12
8291,9
8292,10
8293,11
8294,11
8295,9
8296,10
8297,9
8298,10
8299,7
8300,7
8301,9
8302,9
8303,8
8304,12
8305,9
8306,9
8307,9
8308,7
8309,9
8310,11
8311,9
8312,7
8313,4
8314,8
8315,7
8316,5
8317,5
8318,6
8319,9
8320,6
8321,9
8322,11
8323,12
8324,10
8325,12
8326,10
8327,12
8328,11
8329,6
8330,9
8331,9
8332,8
8333,11
8334,7
8335,9
8336,12
8337,13
8338,13
8339,16
8340,13
8341,13
8342,14
8343,14
8344,12
8345,17
8346,17
8347,6
8348,13
8349,14
8350,7
8351,17
8352,12
8353,11
8354,15
8355,18
8356,15
8357,7
8358,12
8359,10
8360,11
8361,12
8362,6
8363,12
8364,16
8365,17
8366,18
8367,15
8368,11
8369,12
8370,13
8371,3
8372,7
8373,8
8374,7
8375,5
8376,13
8377,12
8378,9
8379,9
8380,10
8381,10
8382,6
8383,11
8384,8
8385,11
8386,12
8387,10
8388,15
8389,15
8390,11
8391,10
8392,14
8393,6
8394,9
8395,6
8396,8
8397,11
8398,10
8399,12
8400,12
8401,7
8402,10
8403,12
8404,11
8405,6
8406,8
8407,10
8408,8
8409,10
8410,8
8411,6
8412,10
8413,6
8414,8
8415,9
8416,10
8417,9
8418,10
8419,15
8420,11
8421,13
8422,14
8423,13
8424,16
8425,14
8426,11
8427,12
8428,12
8429,11
8430,8
8431,9
8432,9
8433,8
8434,7
8435,12
8436,8
8437,11
8438,13
8439,10
8440,9
8441,12
8442,12
8443,9
8444,11
8445,12
8446,10
8447,13
8448,6
8449,12
8450,11
8451,8
8452,8
8453,11
8454,8
8455,11
8456,10
8457,8
8458,9
8459,9
8460,13
8461,10
8462,9
8463,12
8464,11
8465,12
8466,12
8467,7
8468,11
8469,8
8470,7
8471,11
8472,7
8473,8
8474,10
8475,12
8476,8
8477,11
8478,15
8479,15
8480,13
8481,9
8482,9
8483,11
8484,8
8485,10
8486,11
8487,6
8488,9
8489,7
8490,9
8491,8
8492,7
8493,8
8494,9
8495,11
8496,8
8497,8
8498,6
8499,8
8500,11
8501,6
8502,9
8503,7
8504,10
8505,11
8506,8
8507,8
8508,10
8509,10
8510,6
8511,10
8512,9
8513,11
8514,11
8515,7
8516,12
8517,10
8518,12
8519,13
8520,7
8521,7
8522,7
8523,14
8524,10
8525,13
8526,14
8527,5
8528,9
8529,9
8530,12
8531,14
8532,11
8533,13
8534,15
8535,12
8536,13
8537,12
8538,10
8539,10
8540,8
8541,11
8542,16
8543,12
8544,9
8545,16
8546,13
8547,14
8548,16
8549,13
8550,11
8551,14
8552,10
8553,11
8554,9
8555,9
8556,11
8557,13
8558,10
8559,10
8560,10
8561,10
8562,7
8563,11
8564,10
8565,7
8566,10
8567,9
8568,10
8569,10
8570,9
8571,13
8572,13
8573,12
8574,14
8575,10
8576,11
8577,13
8578,12
8579,12
8580,9
8581,12
8582,8
8583,8
8584,10
8585,11
8586,11
8587,12
8588,10
8589,17
8590,15
8591,12
8592,12
8593,12
8594,14
8595,13
8596,13
8597,13
8598,13
8599,13
8600,11
8601,12
8602,11
8603,11
8604,11
8605,12
8606,14
8607,11
8608,11
8609,11
8610,15
8611,12
8612,10
8613,12
8614,10
8615,6
8616,10
8617,8
8618,10
8619,11
8620,18
8621,20
8622,19
8623,15
8624,14
8625,12
8626,14
8627,11
8628,15
8629,14
8630,18
8631,17
8632,17
8633,22
8634,19
8635,23
8636,9
8637,19
8638,12
8639,11
8640,6
8641,10
8642,6
8643,13
8644,17
8645,20
8646,15
8647,13
8648,10
8649,9
8650,18
8651,17
8652,19
8653,25
8654,26
8655,27
8656,22
8657,24
8658,12
8659,16
8660,19
8661,13
8662,13
8663,14
8664,10
8665,12
8666,17
8667,22
8668,11
8669,7
8670,11
8671,15
8672,11
8673,14
8674,15
8675,9
8676,8
8677,7
8678,7
8679,16
8680,12
8681,15
8682,5
8683,11
8684,15
8685,11
8686,13
8687,16
8688,17
8689,17
8690,16
8691,19
8692,20
8693,21
8694,21
8695,13
8696,8
8697,10
8698,9
8699,11
8700,16
8701,17
8702,14
8703,17
8704,16
8705,16
8706,11
8707,14
8708,13
8709,14
8710,10
8711,10
8712,10
8713,16
8714,18
8715,13
8716,19
8717,15
8718,14
8719,12
8720,15
8721,15
8722,15
8723,14
8724,15
8725,13
8726,14
8727,6
8728,8
8729,9
8730,7
8731,7
8732,10
8733,7
8734,8
8735,8
8736,14
8737,12
8738,13
8739,14
8740,11
8741,10
8742,9
8743,8
8744,9
8745,12
8746,11
8747,12
8748,9
8749,13
8750,13
8751,8
8752,10
8753,8
8754,13
8755,11
8756,10
8757,15
8758,9
8759,9
8760,10
8761,11
8762,13
8763,16
8764,14
8765,12
8766,15
8767,10
8768,12
8769,14
8770,15
8771,12
8772,13
8773,15
8774,12
8775,15
8776,14
8777,12
8778,17
8779,13
8780,15
8781,18
8782,14
8783,13
8784,12
8785,12
8786,14
8787,11
8788,13
8789,12
8790,9
8791,9
8792,11
8793,13
8794,11
8795,11
8796,9
8797,10
8798,10
8799,9
8800,14
8801,12
8802,14
8803,13
8804,13
8805,12
8806,11
8807,10
8808,11
8809,12
8810,13
8811,13
8812,14
8813,9
8814,10
8815,11
8816,10
8817,9
8818,13
8819,11
8820,11
8821,12
8822,10
8823,19
8824,17
8825,21
8826,19
8827,12
8828,10
8829,18
8830,10
8831,10
8832,11
8833,30
8834,30
8835,29
8836,30
8837,31
8838,31
8839,25
8840,30
8841,32
8842,26
8843,31
8844,28
8845,28
8846,31
8847,28
8848,30
8849,25
8850,20
8851,21
8852,29
8853,27
8854,27
8855,28
8856,25
8857,26
8858,11
8859,20
8860,18
8861,19
8862,19
8863,8
8864,6
8865,15
8866,8
8867,12
8868,11
8869,8
8870,9
8871,10
8872,12
8873,10
8874,12
8875,16
8876,23
8877,21
8878,11
8879,10
8880,12
8881,11
8882,9
8883,11
8884,15
8885,14
8886,12
8887,7
8888,10
8889,7
8890,7
8891,15
8892,13
8893,9
8894,10
8895,10
8896,10
8897,8
8898,17
8899,8
8900,12
8901,12
8902,10
8903,10
8904,9
8905,9
8906,11
8907,11
8908,11
8909,11
8910,9
8911,8
8912,10
8913,10
8914,8
8915,9
8916,11
8917,14
8918,13
8919,10
8920,10
8921,11
8922,13
8923,13
8924,12
8925,19
8926,19
8927,16
8928,19
8929,12
8930,12
8931,18
8932,20
8933,20
8934,21
8935,10
8936,9
8937,10
8938,11
8939,11
8940,12
8941,11
