,Value
85418,6
85419,6
85420,15
85421,14
85422,15
85423,10
85424,14
85425,7
85426,11
85427,9
85428,10
85429,10
85430,11
85431,10
85432,14
85433,9
85434,13
85435,15
85436,9
85437,8
85438,7
85439,7
85440,9
85441,9
85442,7
85443,7
85444,4
85445,7
85446,11
85447,7
85448,4
85449,5
85450,8
85451,8
85452,8
85453,12
85454,8
85455,8
85456,8
85457,10
85458,12
85459,7
85460,7
85461,5
85462,6
85463,6
85464,5
85465,5
85466,9
85467,5
85468,8
85469,7
85470,8
85471,10
85472,13
85473,8
85474,10
85475,12
85476,15
85477,14
85478,13
85479,5
85480,11
85481,12
85482,14
85483,8
85484,14
85485,12
85486,6
85487,4
85488,8
85489,9
85490,9
85491,9
85492,11
85493,10
85494,5
85495,9
85496,7
85497,8
85498,7
85499,10
85500,9
85501,11
85502,11
85503,12
85504,12
85505,11
85506,12
85507,9
85508,11
85509,10
85510,8
85511,8
85512,7
85513,11
85514,12
85515,15
85516,8
85517,7
85518,8
85519,6
85520,12
85521,11
85522,9
85523,11
85524,15
85525,14
85526,13
85527,14
85528,12
85529,8
85530,15
85531,15
85532,16
85533,14
85534,14
85535,17
85536,17
85537,18
85538,13
85539,14
85540,15
85541,16
85542,15
85543,16
85544,18
85545,19
85546,17
85547,19
85548,18
85549,10
85550,15
85551,18
85552,11
85553,15
85554,13
85555,14
85556,13
85557,16
85558,17
85559,15
85560,15
85561,19
85562,17
85563,15
85564,18
85565,8
85566,13
85567,12
85568,9
85569,14
85570,16
85571,15
85572,14
85573,12
85574,12
85575,11
85576,10
85577,8
85578,8
85579,15
85580,16
85581,15
85582,14
85583,8
85584,10
85585,13
85586,16
85587,16
85588,12
85589,12
85590,14
85591,15
85592,17
85593,15
85594,19
85595,18
85596,18
85597,16
85598,14
85599,17
85600,16
85601,14
85602,12
85603,8
85604,11
85605,11
85606,8
85607,8
85608,8
85609,6
85610,14
85611,10
85612,13
85613,13
85614,11
85615,13
85616,12
85617,12
85618,12
85619,9
85620,12
85621,11
85622,12
85623,12
85624,8
85625,10
85626,10
85627,13
85628,11
85629,6
85630,9
85631,8
85632,12
85633,12
85634,10
85635,13
85636,12
85637,11
85638,12
85639,13
85640,12
85641,10
85642,11
85643,10
85644,9
85645,11
85646,10
85647,11
85648,6
85649,10
85650,19
85651,17
85652,12
85653,13
85654,14
85655,13
85656,11
85657,11
85658,8
85659,9
85660,11
85661,8
85662,11
85663,7
85664,13
85665,12
85666,8
85667,9
85668,10
85669,6
85670,10
85671,8
85672,8
85673,15
85674,12
85675,11
85676,10
85677,11
85678,12
85679,13
85680,13
85681,12
85682,13
85683,11
85684,11
85685,11
85686,9
85687,7
85688,10
85689,9
85690,10
85691,10
85692,6
85693,11
85694,13
85695,7
85696,9
85697,13
85698,13
85699,13
85700,11
85701,14
85702,14
85703,9
85704,11
85705,11
85706,8
85707,6
85708,8
85709,9
85710,6
85711,10
85712,8
85713,10
85714,9
85715,8
85716,9
85717,10
85718,10
85719,9
85720,9
85721,7
85722,7
85723,8
85724,16
85725,10
85726,11
85727,9
85728,8
85729,10
85730,10
85731,15
85732,15
85733,11
85734,14
85735,9
85736,7
85737,7
85738,8
85739,10
85740,7
85741,7
85742,7
85743,9
85744,8
85745,9
85746,7
85747,10
85748,7
85749,7
85750,6
85751,9
85752,9
85753,10
85754,13
85755,10
85756,11
85757,10
85758,7
85759,8
85760,7
85761,7
85762,11
85763,15
85764,9
85765,16
85766,8
85767,12
85768,15
85769,16
85770,14
85771,15
85772,14
85773,14
85774,12
85775,14
85776,14
85777,10
85778,12
85779,14
85780,16
85781,12
85782,13
85783,14
85784,13
85785,16
85786,17
85787,17
85788,18
85789,18
85790,9
85791,14
85792,12
85793,11
85794,13
85795,8
85796,10
85797,10
85798,9
85799,9
85800,14
85801,12
85802,12
85803,13
85804,15
85805,14
85806,16
85807,19
85808,15
85809,14
85810,13
85811,13
85812,11
85813,14
85814,8
85815,11
85816,10
85817,13
85818,10
85819,14
85820,11
85821,15
85822,11
85823,13
85824,10
85825,10
85826,11
85827,10
85828,14
85829,9
85830,12
85831,9
85832,10
85833,12
85834,10
85835,13
85836,10
85837,10
85838,13
85839,12
85840,11
85841,11
85842,11
85843,10
85844,9
85845,13
85846,13
85847,12
85848,10
85849,12
85850,12
85851,11
85852,13
85853,11
85854,8
85855,12
85856,15
85857,14
85858,15
85859,13
85860,17
85861,11
85862,15
85863,13
85864,15
85865,15
85866,15
85867,13
85868,15
85869,16
85870,15
85871,16
85872,18
85873,18
85874,15
85875,13
85876,15
85877,17
85878,16
85879,18
85880,18
85881,9
85882,9
85883,11
85884,10
85885,11
85886,11
85887,12
85888,6
85889,13
85890,12
85891,14
85892,9
85893,16
85894,16
85895,16
85896,15
85897,17
85898,14
85899,13
85900,12
85901,13
85902,10
85903,9
85904,10
85905,13
85906,12
85907,9
85908,13
85909,11
85910,6
85911,8
85912,11
85913,15
85914,9
85915,11
85916,12
85917,10
85918,12
85919,14
85920,13
85921,18
85922,18
85923,17
85924,16
85925,10
85926,11
85927,14
85928,12
85929,10
85930,15
85931,10
85932,10
85933,15
85934,15
85935,14
85936,16
85937,14
85938,10
85939,16
85940,19
85941,17
85942,20
85943,15
85944,9
85945,8
85946,8
85947,17
85948,16
85949,16
85950,14
85951,16
85952,11
85953,15
85954,16
85955,14
85956,16
85957,16
85958,15
85959,14
85960,9
85961,15
85962,11
85963,14
85964,12
85965,10
85966,15
85967,11
85968,13
85969,17
85970,12
85971,15
85972,18
85973,13
85974,13
85975,13
85976,15
85977,14
85978,16
85979,13
85980,12
85981,15
85982,14
85983,16
85984,15
85985,15
85986,13
85987,15
85988,12
85989,15
85990,11
85991,17
85992,15
85993,15
85994,12
85995,16
85996,16
85997,14
85998,13
85999,14
86000,16
86001,15
86002,16
86003,16
86004,15
86005,16
86006,18
86007,18
86008,16
86009,17
86010,12
86011,15
86012,11
86013,15
86014,17
86015,18
86016,15
86017,18
86018,15
86019,21
86020,11
86021,13
86022,8
86023,12
86024,13
86025,14
86026,16
86027,10
86028,11
86029,12
86030,13
86031,12
86032,12
86033,12
86034,11
86035,12
86036,11
86037,14
86038,14
86039,13
86040,13
86041,15
86042,14
86043,12
86044,12
86045,11
86046,16
86047,11
86048,12
86049,15
86050,14
86051,16
86052,14
86053,14
86054,9
86055,7
86056,7
86057,8
86058,7
86059,8
86060,7
86061,9
86062,13
86063,8
86064,12
86065,13
86066,12
86067,14
86068,9
86069,6
86070,7
86071,5
86072,13
86073,8
86074,10
86075,12
86076,10
86077,13
86078,11
86079,11
86080,9
86081,11
86082,10
86083,10
86084,10
86085,5
86086,7
86087,11
86088,10
86089,9
86090,9
86091,10
86092,8
86093,10
86094,13
86095,14
86096,11
86097,14
86098,12
86099,14
86100,14
86101,16
86102,16
86103,16
86104,16
86105,15
86106,15
86107,16
86108,15
86109,14
86110,16
86111,23
86112,21
86113,10
86114,17
86115,9
86116,8
86117,23
86118,21
86119,26
86120,22
86121,20
86122,23
86123,25
86124,24
86125,22
86126,25
86127,9
86128,8
86129,10
86130,15
86131,20
86132,22
86133,22
86134,18
86135,15
86136,19
86137,19
86138,20
86139,14
86140,27
86141,28
86142,28
86143,28
86144,25
86145,27
86146,26
86147,23
86148,24
86149,28
86150,27
86151,27
86152,21
86153,16
86154,19
86155,18
86156,16
86157,18
86158,17
86159,16
86160,15
86161,16
86162,13
86163,15
86164,14
86165,13
86166,11
86167,15
86168,16
86169,15
86170,16
86171,18
86172,15
86173,9
86174,14
86175,15
86176,9
86177,11
86178,12
86179,12
86180,11
86181,11
86182,10
86183,11
86184,9
86185,9
86186,12
86187,14
86188,14
86189,13
86190,13
86191,14
86192,15
86193,16
86194,16
86195,13
86196,16
86197,17
86198,12
86199,14
86200,17
86201,12
86202,15
86203,12
86204,8
86205,7
86206,8
86207,6
86208,11
86209,10
86210,9
86211,11
86212,10
86213,11
86214,11
86215,13
86216,11
86217,5
86218,6
86219,5
86220,5
86221,7
86222,6
86223,4
86224,6
86225,16
86226,17
86227,15
86228,16
86229,14
86230,13
86231,15
86232,15
86233,14
86234,10
86235,11
86236,11
86237,13
86238,14
86239,12
86240,10
86241,11
86242,9
86243,8
86244,8
86245,14
86246,12
86247,12
86248,15
86249,12
86250,12
86251,14
86252,16
86253,14
86254,12
86255,13
86256,16
86257,15
86258,16
86259,14
86260,13
86261,13
86262,14
86263,12
86264,17
86265,17
86266,17
86267,17
86268,15
86269,16
86270,14
86271,15
86272,18
86273,14
86274,13
86275,15
86276,14
86277,13
86278,18
86279,21
86280,18
86281,18
86282,22
86283,19
86284,21
86285,18
86286,17
86287,21
86288,22
86289,14
86290,10
86291,12
86292,9
86293,11
86294,10
86295,9
86296,12
86297,13
86298,14
86299,17
86300,17
86301,18
86302,26
86303,26
86304,14
86305,12
86306,13
86307,13
86308,10
86309,12
86310,11
86311,13
86312,13
86313,9
86314,9
86315,12
86316,8
86317,9
86318,13
86319,14
86320,14
86321,13
86322,10
86323,14
86324,8
86325,9
86326,15
86327,13
86328,14
86329,16
86330,11
86331,15
86332,14
86333,6
86334,8
86335,10
86336,9
86337,9
86338,12
86339,11
86340,10
86341,9
86342,8
86343,12
86344,15
86345,14
86346,12
86347,13
86348,10
86349,9
86350,15
86351,14
86352,13
86353,17
86354,13
86355,18
86356,14
86357,15
86358,15
86359,17
86360,17
86361,15
86362,14
86363,9
86364,10
86365,18
86366,14
86367,17
86368,15
86369,13
86370,13
86371,12
86372,12
86373,13
86374,13
86375,13
86376,12
86377,16
86378,10
86379,13
86380,11
86381,14
86382,17
86383,17
86384,12
86385,16
86386,12
86387,14
86388,18
86389,15
86390,17
86391,17
86392,16
86393,16
86394,18
86395,17
86396,17
86397,11
86398,12
86399,11
86400,12
86401,13
86402,10
86403,12
86404,16
86405,17
86406,14
86407,11
86408,10
86409,13
86410,11
86411,10
86412,13
86413,14
86414,12
86415,9
86416,13
86417,14
86418,11
86419,11
86420,9
86421,12
86422,9
86423,10
86424,12
86425,10
86426,11
86427,10
86428,11
86429,15
86430,13
86431,15
86432,15
86433,14
86434,8
86435,12
86436,10
86437,13
86438,15
86439,12
86440,11
86441,17
86442,15
86443,16
86444,16
86445,18
86446,15
86447,14
86448,13
86449,14
86450,16
86451,18
86452,14
86453,17
86454,16
86455,12
86456,9
86457,16
86458,12
86459,13
86460,13
86461,15
86462,9
86463,9
86464,7
86465,10
86466,9
86467,9
86468,9
86469,15
86470,16
86471,14
86472,14
86473,13
86474,13
86475,15
86476,15
86477,17
86478,16
86479,10
86480,12
86481,10
86482,12
86483,11
86484,13
86485,11
86486,14
86487,11
86488,15
86489,15
86490,13
86491,11
86492,14
86493,12
86494,10
86495,10
86496,12
86497,12
86498,15
86499,12
86500,8
86501,12
86502,12
86503,12
86504,17
86505,13
86506,15
86507,14
86508,13
86509,8
86510,10
86511,7
86512,12
86513,12
86514,11
86515,16
86516,13
86517,11
86518,12
86519,10
86520,12
86521,13
86522,9
86523,11
86524,14
86525,15
86526,12
86527,13
86528,15
86529,19
86530,18
86531,16
86532,14
86533,15
86534,12
86535,16
86536,12
86537,15
86538,10
86539,14
86540,13
86541,14
86542,8
86543,10
86544,13
86545,10
86546,10
86547,11
86548,12
86549,17
86550,19
86551,16
86552,16
86553,16
86554,11
86555,12
86556,13
86557,11
86558,19
86559,19
86560,17
86561,17
86562,18
86563,18
86564,17
86565,19
86566,18
86567,15
86568,17
86569,13
86570,16
86571,14
86572,14
86573,15
86574,14
86575,18
86576,15
86577,14
86578,12
86579,17
86580,12
86581,13
86582,13
86583,11
86584,14
86585,12
86586,12
86587,13
86588,14
86589,12
86590,14
86591,12
86592,12
86593,15
86594,16
86595,14
86596,10
86597,11
86598,7
86599,10
86600,12
86601,7
86602,9
86603,11
86604,17
86605,15
86606,16
86607,17
86608,19
86609,17
86610,18
86611,18
86612,18
86613,16
86614,15
86615,11
86616,16
86617,14
86618,16
86619,17
86620,11
86621,13
86622,12
86623,13
86624,11
86625,13
86626,14
86627,14
86628,17
86629,16
86630,14
86631,15
86632,16
86633,16
86634,16
86635,19
86636,10
86637,16
86638,17
86639,14
86640,17
86641,14
86642,11
86643,14
86644,13
86645,11
86646,13
86647,10
86648,12
86649,9
86650,15
86651,16
86652,13
86653,13
86654,12
86655,18
86656,16
86657,20
86658,16
86659,19
86660,17
86661,21
86662,19
86663,19
86664,21
86665,19
86666,16
86667,20
86668,10
86669,15
86670,12
86671,9
86672,18
86673,16
86674,10
86675,13
86676,9
86677,7
86678,9
86679,10
86680,7
86681,12
86682,5
86683,12
86684,12
86685,9
86686,9
86687,9
86688,11
86689,14
86690,12
86691,13
86692,12
86693,13
86694,13
86695,13
86696,12
86697,13
86698,10
86699,10
86700,11
86701,10
86702,11
86703,11
86704,9
86705,10
86706,9
86707,11
86708,10
86709,9
86710,12
86711,12
86712,14
86713,11
86714,11
86715,13
86716,14
86717,15
86718,19
86719,19
86720,18
86721,20
86722,16
86723,13
86724,15
86725,13
86726,15
86727,14
86728,15
86729,18
86730,15
86731,15
86732,18
86733,11
86734,12
86735,14
86736,10
86737,8
86738,11
86739,10
86740,10
86741,12
86742,14
86743,11
86744,15
86745,10
86746,13
86747,9
86748,11
86749,16
86750,14
86751,16
86752,21
86753,20
86754,12
86755,9
86756,11
86757,12
86758,16
86759,13
86760,15
86761,15
86762,14
86763,9
86764,11
86765,9
86766,11
86767,9
86768,9
86769,12
86770,10
86771,8
86772,12
86773,9
86774,8
86775,10
86776,8
86777,11
86778,12
86779,12
86780,12
86781,15
86782,16
86783,12
86784,20
86785,22
86786,17
86787,18
86788,12
86789,17
86790,11
86791,20
86792,12
86793,15
86794,19
86795,9
86796,9
86797,13
86798,13
86799,14
86800,14
86801,13
86802,11
86803,12
86804,11
86805,13
86806,13
86807,14
86808,11
86809,10
86810,8
86811,11
86812,10
86813,9
86814,14
86815,14
86816,20
86817,18
86818,18
86819,19
86820,18
86821,19
86822,19
86823,13
86824,9
86825,16
86826,14
86827,11
86828,11
86829,11
86830,16
86831,17
86832,15
86833,15
86834,14
86835,16
86836,14
86837,17
86838,15
86839,15
86840,18
86841,18
86842,17
86843,13
86844,14
86845,17
86846,17
86847,17
86848,9
86849,9
86850,9
86851,12
86852,13
86853,14
86854,13
86855,12
86856,12
86857,12
86858,12
86859,12
86860,11
86861,10
86862,13
86863,11
86864,9
86865,10
86866,9
86867,9
86868,10
86869,13
86870,11
86871,10
86872,10
86873,11
86874,10
86875,12
86876,11
86877,12
86878,13
86879,13
86880,17
86881,10
86882,13
86883,13
86884,13
86885,13
86886,11
86887,12
86888,16
86889,13
86890,15
86891,12
86892,16
86893,18
86894,16
86895,16
86896,14
86897,15
86898,14
86899,14
86900,15
86901,12
86902,14
86903,16
86904,13
86905,14
86906,16
86907,15
86908,15
86909,13
86910,14
86911,14
86912,14
86913,15
86914,13
86915,15
86916,16
86917,17
86918,14
86919,16
86920,15
86921,17
86922,18
86923,13
86924,15
86925,14
86926,13
86927,11
86928,14
86929,9
86930,16
86931,12
86932,12
86933,15
86934,15
86935,14
86936,13
86937,14
86938,13
86939,14
86940,16
86941,13
86942,11
86943,10
86944,12
86945,13
86946,12
86947,13
86948,12
86949,11
86950,12
86951,12
86952,14
86953,10
86954,12
86955,10
86956,13
86957,19
86958,17
86959,16
86960,13
86961,16
86962,17
86963,19
86964,13
86965,13
86966,13
86967,8
86968,12
86969,11
86970,21
86971,7
86972,10
86973,16
86974,12
86975,12
86976,11
86977,12
86978,17
86979,14
86980,20
86981,24
86982,20
86983,19
86984,20
86985,21
86986,18
86987,8
86988,19
86989,11
86990,12
86991,22
86992,20
86993,23
86994,23
86995,24
86996,17
86997,20
86998,18
86999,18
87000,18
87001,20
87002,20
87003,22
87004,17
87005,20
87006,14
87007,16
87008,17
87009,15
87010,17
87011,12
87012,7
87013,25
87014,22
87015,23
87016,22
87017,20
87018,21
87019,25
87020,20
87021,20
87022,25
87023,18
87024,25
87025,26
87026,25
87027,24
87028,17
87029,23
87030,20
87031,23
87032,10
87033,19
87034,16
87035,18
87036,11
87037,12
87038,15
87039,17
87040,16
87041,23
87042,16
87043,20
87044,23
87045,17
87046,22
87047,15
87048,17
87049,14
87050,13
87051,16
87052,18
87053,21
87054,18
87055,20
87056,17
87057,16
87058,21
87059,17
87060,10
87061,20
87062,15
87063,21
87064,18
87065,19
87066,20
87067,20
87068,16
87069,16
87070,19
87071,15
87072,19
87073,11
87074,10
87075,13
87076,16
87077,4
87078,11
87079,15
87080,15
87081,17
87082,15
87083,16
87084,16
87085,20
87086,18
87087,20
87088,22
87089,15
87090,10
87091,11
87092,14
87093,17
87094,19
87095,10
87096,11
87097,9
87098,13
87099,13
87100,13
87101,13
87102,12
87103,13
87104,12
87105,13
87106,16
87107,10
87108,7
87109,12
87110,6
87111,7
87112,10
87113,9
87114,8
87115,12
87116,16
87117,26
87118,27
87119,24
87120,22
87121,25
87122,29
87123,28
87124,24
87125,29
87126,30
87127,28
87128,28
87129,26
87130,1
87131,4
87132,5
87133,1
87134,4
87135,5
87136,10
87137,11
87138,1
87139,2
87140,1
87141,5
87142,10
87143,4
87144,4
87145,3
87146,5
87147,13
87148,12
87149,12
87150,6
87151,13
87152,7
87153,11
87154,18
87155,19
87156,6
87157,4
87158,5
87159,18
87160,12
87161,18
87162,18
87163,8
87164,2
87165,2
87166,13
87167,0
87168,1
87169,1
87170,8
87171,3
87172,5
87173,9
87174,4
87175,11
87176,8
87177,6
87178,4
87179,4
87180,0
87181,14
87182,21
87183,21
87184,20
87185,22
87186,22
87187,22
87188,23
87189,23
87190,22
87191,25
87192,24
87193,27
87194,21
87195,25
87196,22
87197,17
87198,10
87199,13
87200,14
87201,12
87202,12
87203,12
87204,6
87205,13
87206,12
87207,8
87208,12
87209,11
87210,12
87211,9
87212,16
87213,16
87214,20
87215,20
87216,17
87217,19
87218,12
87219,19
87220,18
87221,24
87222,25
87223,17
87224,16
87225,19
87226,22
87227,18
87228,20
87229,19
87230,23
87231,21
87232,22
87233,15
87234,14
87235,19
87236,23
87237,18
87238,13
87239,11
87240,13
87241,14
87242,13
87243,13
87244,15
87245,12
87246,13
87247,12
87248,16
87249,12
87250,17
87251,15
87252,13
87253,13
87254,13
87255,14
87256,5
87257,6
87258,6
87259,4
87260,12
87261,13
87262,15
87263,14
87264,14
87265,14
87266,17
87267,17
87268,12
87269,15
87270,19
87271,15
87272,14
87273,17
87274,16
87275,21
87276,20
87277,18
87278,18
87279,17
87280,15
87281,19
87282,16
87283,19
87284,17
87285,16
87286,19
87287,16
87288,16
87289,15
87290,15
87291,10
87292,14
87293,17
87294,15
87295,14
87296,14
87297,15
87298,11
87299,21
87300,8
87301,12
87302,15
87303,18
87304,16
87305,14
87306,20
87307,20
87308,20
87309,20
87310,22
87311,18
87312,19
87313,20
87314,16
87315,15
87316,22
87317,21
87318,19
87319,7
87320,14
87321,13
87322,18
87323,6
87324,21
87325,19
87326,5
87327,2
87328,3
87329,7
87330,5
87331,12
87332,7
87333,5
87334,8
87335,5
87336,10
87337,11
87338,13
87339,11
87340,10
87341,9
87342,15
87343,8
87344,14
87345,10
87346,10
87347,8
87348,6
87349,7
87350,6
87351,15
87352,12
87353,11
87354,14
87355,16
87356,14
87357,12
87358,13
87359,14
87360,13
87361,12
87362,13
87363,12
87364,13
87365,11
87366,8
87367,9
87368,6
87369,4
87370,15
87371,8
87372,9
87373,10
87374,14
87375,8
87376,4
87377,8
87378,11
87379,7
87380,12
87381,8
87382,10
87383,9
87384,9
87385,9
87386,9
87387,8
87388,9
87389,22
87390,23
87391,26
87392,24
87393,22
87394,19
87395,28
87396,26
87397,27
87398,28
87399,28
87400,27
87401,27
87402,19
87403,24
87404,26
87405,19
87406,20
87407,25
87408,23
87409,19
87410,20
87411,27
87412,25
87413,27
87414,25
87415,5
87416,15
87417,18
87418,20
87419,19
87420,14
87421,21
87422,14
87423,19
87424,18
87425,17
87426,10
87427,21
87428,22
87429,7
87430,17
87431,9
87432,12
87433,19
87434,16
87435,8
87436,7
87437,15
87438,8
87439,12
87440,9
87441,8
87442,7
87443,6
87444,3
87445,8
87446,7
87447,23
87448,20
87449,20
87450,17
87451,15
87452,20
87453,23
87454,18
87455,23
87456,26
87457,24
87458,24
87459,23
87460,25
87461,9
87462,9
87463,9
87464,10
87465,18
87466,10
87467,6
87468,8
87469,13
87470,8
87471,4
87472,5
87473,7
87474,7
87475,6
87476,8
87477,4
87478,4
87479,7
87480,7
87481,5
87482,3
87483,17
87484,20
87485,17
87486,18
87487,18
87488,13
87489,13
87490,17
87491,15
87492,17
87493,12
87494,17
87495,9
87496,12
87497,12
87498,5
87499,17
87500,18
87501,14
87502,17
87503,14
87504,14
87505,13
87506,19
87507,20
87508,15
87509,14
87510,12
87511,20
87512,14
87513,21
87514,21
87515,6
87516,6
87517,12
87518,10
87519,9
87520,4
87521,19
87522,18
87523,17
87524,16
87525,19
87526,19
87527,20
87528,21
87529,18
87530,15
87531,16
87532,16
87533,19
87534,19
87535,19
87536,18
87537,18
87538,11
87539,13
87540,7
87541,7
87542,14
87543,11
87544,9
87545,11
87546,1
87547,7
87548,2
87549,15
87550,15
87551,16
87552,14
87553,11
87554,15
87555,12
87556,12
87557,9
87558,7
87559,11
87560,12
87561,11
87562,10
87563,9
87564,5
87565,6
87566,2
87567,5
87568,10
87569,8
87570,6
87571,7
87572,8
87573,7
87574,7
87575,9
87576,7
87577,7
87578,10
87579,10
87580,8
87581,7
87582,3
87583,3
87584,6
87585,5
87586,3
87587,6
87588,3
87589,2
87590,5
87591,4
87592,3
87593,6
87594,5
87595,4
87596,5
87597,5
87598,5
87599,4
87600,4
87601,4
87602,4
87603,4
87604,16
87605,16
87606,23
87607,21
87608,12
87609,16
87610,19
87611,18
87612,24
87613,19
87614,14
87615,19
87616,19
87617,8
87618,16
87619,15
87620,24
87621,20
87622,24
87623,23
87624,25
87625,21
87626,24
87627,25
87628,22
87629,24
87630,24
87631,24
87632,24
87633,20
87634,22
87635,24
87636,26
87637,26
87638,24
87639,23
87640,25
87641,2
87642,4
87643,9
87644,7
87645,9
87646,8
87647,5
87648,7
87649,10
87650,9
87651,8
87652,9
87653,10
87654,6
87655,6
87656,6
87657,9
87658,7
87659,7
87660,7
87661,19
87662,18
87663,16
87664,19
87665,16
87666,14
87667,14
87668,14
87669,13
87670,15
87671,5
87672,2
87673,5
87674,6
87675,5
87676,8
87677,5
87678,8
87679,9
87680,6
87681,7
87682,6
87683,7
87684,4
87685,7
87686,7
87687,6
87688,6
87689,8
87690,15
87691,4
87692,4
87693,4
87694,4
87695,9
87696,6
87697,6
87698,11
87699,7
87700,11
87701,6
87702,8
87703,15
87704,16
87705,15
87706,16
87707,15
87708,16
87709,9
87710,10
87711,13
87712,15
87713,15
87714,14
87715,13
87716,14
87717,13
87718,6
87719,9
87720,11
87721,12
87722,8
87723,11
87724,11
87725,11
87726,13
87727,9
87728,8
87729,9
87730,8
87731,9
87732,8
87733,7
87734,10
87735,8
87736,5
87737,5
87738,5
87739,5
87740,5
87741,6
87742,3
87743,6
87744,4
87745,4
87746,6
87747,8
87748,6
87749,9
87750,8
87751,7
87752,6
87753,6
87754,5
87755,4
87756,4
87757,4
87758,7
87759,7
87760,6
87761,8
87762,9
87763,6
87764,3
87765,4
87766,8
87767,8
87768,8
87769,9
87770,7
87771,0
87772,12
87773,7
87774,6
87775,14
87776,18
87777,16
87778,17
87779,13
87780,7
87781,10
87782,11
87783,11
87784,8
87785,10
87786,18
87787,12
87788,6
87789,16
87790,19
87791,13
87792,13
87793,16
87794,13
87795,13
87796,12
87797,11
87798,11
87799,18
87800,17
87801,19
87802,18
87803,17
87804,15
87805,16
87806,16
87807,18
87808,18
87809,15
87810,11
87811,12
87812,13
87813,15
87814,14
87815,13
87816,19
87817,21
87818,17
87819,8
87820,8
87821,11
87822,11
87823,14
87824,10
87825,17
87826,18
87827,14
87828,16
87829,12
87830,14
87831,8
87832,12
87833,10
87834,17
87835,17
87836,19
87837,18
87838,19
87839,16
87840,21
87841,19
87842,19
87843,17
87844,17
87845,8
87846,10
87847,12
87848,19
87849,17
87850,17
87851,20
87852,12
87853,19
87854,16
87855,18
87856,16
87857,17
87858,17
87859,19
87860,16
87861,16
87862,17
87863,16
87864,16
87865,15
87866,15
87867,14
87868,15
87869,20
87870,22
87871,12
87872,23
87873,24
87874,21
87875,20
87876,22
87877,13
87878,15
87879,15
87880,20
87881,24
87882,23
87883,26
87884,24
87885,22
87886,27
87887,27
87888,25
87889,26
87890,21
87891,21
87892,16
87893,5
87894,10
87895,10
87896,8
87897,7
87898,16
87899,17
87900,18
87901,19
87902,22
87903,18
87904,16
87905,15
87906,17
87907,16
87908,17
87909,15
87910,14
87911,15
87912,17
87913,18
87914,18
87915,20
87916,15
87917,9
87918,10
87919,15
87920,15
87921,13
87922,11
87923,13
87924,13
87925,10
87926,15
87927,12
87928,15
87929,11
87930,18
87931,17
87932,15
87933,15
87934,14
87935,11
87936,11
87937,11
87938,10
87939,8
87940,14
87941,12
87942,9
87943,10
87944,9
87945,17
87946,15
87947,16
87948,16
87949,18
87950,15
87951,15
87952,14
87953,10
87954,14
87955,12
87956,13
87957,12
87958,11
87959,14
87960,14
87961,14
87962,18
87963,7
87964,15
87965,14
87966,16
87967,12
87968,11
87969,13
87970,15
87971,21
87972,6
87973,15
87974,14
87975,13
87976,11
87977,15
87978,14
87979,12
87980,9
87981,9
87982,7
87983,13
87984,9
87985,11
87986,10
87987,12
87988,10
87989,8
87990,10
87991,9
87992,10
87993,23
87994,22
87995,21
87996,22
87997,17
87998,20
87999,18
88000,20
88001,22
88002,17
88003,19
88004,20
88005,23
88006,24
88007,23
88008,13
88009,13
88010,13
88011,16
88012,16
88013,5
88014,17
88015,22
88016,18
88017,21
88018,22
88019,19
88020,26
88021,24
88022,24
88023,24
88024,28
88025,23
88026,23
88027,24
88028,22
88029,7
88030,10
88031,9
88032,7
88033,22
88034,23
88035,19
88036,16
88037,12
88038,17
88039,12
88040,17
88041,21
88042,20
88043,8
88044,10
88045,11
88046,10
88047,11
88048,17
88049,12
88050,18
88051,12
88052,19
88053,18
88054,14
88055,10
88056,9
88057,16
88058,19
88059,9
88060,9
88061,16
88062,19
88063,20
88064,17
88065,10
88066,9
88067,8
88068,10
88069,11
88070,15
88071,9
88072,18
88073,15
88074,18
88075,17
88076,13
88077,17
88078,15
88079,12
88080,17
88081,14
88082,17
88083,12
88084,13
88085,11
88086,13
88087,14
88088,17
88089,17
88090,14
88091,12
88092,22
88093,18
88094,20
88095,18
88096,13
88097,15
88098,17
88099,15
88100,16
88101,10
88102,9
88103,10
88104,12
88105,12
88106,11
88107,11
88108,6
88109,8
88110,12
88111,5
88112,11
88113,10
88114,8
88115,9
88116,8
88117,23
88118,22
88119,17
88120,20
88121,17
88122,16
88123,21
88124,20
88125,22
88126,21
88127,21
88128,22
88129,19
88130,21
88131,21
88132,23
88133,9
88134,15
88135,22
88136,19
88137,15
88138,13
88139,8
88140,16
88141,12
88142,12
88143,22
88144,22
88145,17
88146,24
88147,21
88148,21
88149,24
88150,24
88151,22
88152,21
88153,20
88154,23
88155,21
88156,13
88157,23
88158,18
88159,20
88160,21
88161,19
88162,18
88163,20
88164,17
88165,22
88166,14
88167,3
88168,10
88169,11
88170,11
88171,11
88172,12
88173,10
88174,12
88175,8
88176,9
88177,11
88178,10
88179,9
88180,6
88181,9
88182,13
88183,14
88184,14
88185,14
88186,9
88187,11
88188,14
88189,6
88190,3
88191,5
88192,2
88193,4
88194,5
88195,5
88196,4
88197,2
88198,2
88199,5
88200,5
88201,8
88202,11
88203,10
88204,11
88205,9
88206,11
88207,8
88208,8
88209,7
88210,10
88211,10
88212,10
88213,12
88214,9
88215,10
88216,11
